Rang,Athlète,Club,Total,CaP1,#1,Vélo,Vélo Cum.,#2,CaP2,U23,A.S.,Event,Race,Gap to 1st Total (s),Gap to 1st CaP1 (s),Gap to 1st Vélo (s),Gap to 1st Vélo Cum. (s),Gap to 1st CaP2 (s),Score Total,Score CaP1,Score Vélo,Score Vélo Cum.,Score CaP2,Gap to 1st CaP1 (s/km),Gap to 1st Vélo (s/km),Gap to 1st CaP2 (s/km),Gap to 1st Total (s/km),year,T1,T2
17.,JULIETTE FREY,SAINT AVERTIN SPORTS TRIATHLON 37,0 days 01:06:54,0 days 00:18:25,00:00:50,0 days 00:37:52,0 days 00:57:07,,0 days 00:09:47,U23,*,chateauroux,D2F,368.0,114.0,127.0,309.0,85.0,9083.208769307425,8968.325791855204,9441.021126760565,9098.336737671432,8551.959114139694,22.8,6.35,34.0,13.38,2021,,
18.,LILOU ELLART,GRAVELINES TRIATHLON,0 days 01:05:02,0 days 00:18:19,00:00:40,0 days 00:36:49,0 days 00:55:46,,0 days 00:09:16,U23,,chateauroux,D2F,256.0,108.0,64.0,228.0,54.0,9343.926191696566,9017.288444040038,9710.276143051155,9318.589360430366,9028.776978417267,21.6,3.2,21.6,9.31,2021,,
19.,CAROLINE BARBE,CLERMONT TRIATHLON,0 days 01:06:33,0 days 00:18:14,00:00:49,0 days 00:38:08,0 days 00:57:10,,0 days 00:09:23,,,chateauroux,D2F,347.0,103.0,143.0,312.0,61.0,9130.979213623843,9058.500914076783,9375.0,9090.379008746355,8916.518650088808,20.6,7.15,24.4,12.62,2021,,
20.,VIRGINIE JACQUINOT,LE MANS TRIATHLON,0 days 01:07:03,0 days 00:18:36,00:00:45,0 days 00:37:51,0 days 00:57:11,,0 days 00:09:52,,,chateauroux,D2F,377.0,125.0,126.0,313.0,90.0,9062.888391747452,8879.928315412186,9445.178335535005,9087.729524919849,8479.72972972973,25.0,6.3,36.0,13.71,2021,,
21.,PAULINE CHAGNON,CLERMONT TRIATHLON,0 days 01:05:01,0 days 00:17:58,00:00:42,0 days 00:37:11,0 days 00:55:50,,0 days 00:09:11,,,chateauroux,D2F,255.0,87.0,86.0,232.0,49.0,9346.321456036914,9192.949907235621,9614.522635589423,9307.462686567163,9110.70780399274,17.4,4.3,19.6,9.27,2021,,
22.,ELISE FERREIRA,CLERMONT TRIATHLON,0 days 01:05:45,0 days 00:18:40,00:00:44,0 days 00:36:26,0 days 00:55:49,,0 days 00:09:56,U23,,chateauroux,D2F,299.0,129.0,41.0,231.0,94.0,9242.078580481622,8848.214285714286,9812.442817932297,9310.241863242758,8422.818791946309,25.8,2.05,37.6,10.87,2021,,
23.,LOLA ESPOSITO FARESE,SAINTES TRIATHLON,0 days 01:10:51,0 days 00:18:50,00:00:49,0 days 00:41:11,0 days 01:00:49,,0 days 00:10:02,U23,,chateauroux,D2F,605.0,139.0,326.0,531.0,100.0,8576.805457539404,8769.91150442478,8680.69607446378,8544.80679638257,8338.870431893687,27.8,16.3,40.0,22.0,2021,,
24.,LUCILE MAOUT,EVREUX A.C. TRIATHLON,0 days 01:06:38,0 days 00:18:27,00:00:47,0 days 00:37:57,0 days 00:57:10,,0 days 00:09:28,,,chateauroux,D2F,352.0,116.0,132.0,312.0,66.0,9119.559779889945,8952.12285456188,9420.289855072464,9090.379008746355,8838.028169014086,23.2,6.6,26.4,12.8,2021,,
25.,MAUD GALLARD,SAINTES TRIATHLON,0 days 01:06:53,0 days 00:18:41,00:00:50,0 days 00:37:38,0 days 00:57:08,,0 days 00:09:45,,,chateauroux,D2F,367.0,130.0,113.0,310.0,83.0,9085.472215300275,8840.321141837645,9499.557130203719,9095.682613768962,8581.19658119658,26.0,5.65,33.2,13.35,2021,,
26.,MATHILDE SERODON,VERSAILLES TRIATHLON,0 days 01:06:24,0 days 00:18:41,00:00:41,0 days 00:37:47,0 days 00:57:08,,0 days 00:09:16,U23,,chateauroux,D2F,338.0,130.0,122.0,310.0,54.0,9151.606425702812,8840.321141837645,9461.843846493162,9095.682613768962,9028.776978417267,26.0,6.1,21.6,12.29,2021,,
27.,JULIE VAN NIEUWENHOVE,EVREUX A.C. TRIATHLON,0 days 01:04:56,0 days 00:18:18,00:00:47,0 days 00:36:47,0 days 00:55:51,,0 days 00:09:05,,,chateauroux,D2F,250.0,107.0,62.0,233.0,43.0,9358.316221765914,9025.500910746812,9719.075668328047,9304.685168606386,9211.009174311926,21.4,3.1,17.2,9.09,2021,,
28.,LARA ELUAU,EVREUX A.C. TRIATHLON,0 days 01:07:33,0 days 00:18:24,00:00:51,0 days 00:37:57,0 days 00:57:11,,0 days 00:10:22,U23,,chateauroux,D2F,407.0,113.0,132.0,313.0,120.0,8995.805576116456,8976.44927536232,9420.289855072464,9087.729524919849,8070.739549839229,22.6,6.6,48.0,14.8,2021,,
29.,LISA CHAPEYROU,TRIATHLON CLUB CHATEAUROUX METROPOLE 36,0 days 01:07:01,0 days 00:18:41,00:00:49,0 days 00:37:37,0 days 00:57:06,,0 days 00:09:55,,,chateauroux,D2F,375.0,130.0,112.0,308.0,93.0,9067.396170106938,8840.321141837645,9503.766061143111,9100.992410974897,8436.974789915967,26.0,5.6,37.2,13.64,2021,,
30.,GERALDINE LETZ,METROPOLE GRAND NANCY TRIATHLON,0 days 01:06:01,0 days 00:18:46,00:00:48,0 days 00:36:12,0 days 00:55:45,,0 days 00:10:16,,,chateauroux,D2F,315.0,135.0,27.0,227.0,114.0,9204.746276192882,8801.065719360568,9875.690607734807,9321.375186846039,8149.350649350649,27.0,1.35,45.6,11.45,2021,,
31.,MORGANE SCHUHMACHER,METROPOLE GRAND NANCY TRIATHLON,0 days 01:07:12,0 days 00:18:41,00:00:45,0 days 00:37:47,0 days 00:57:12,,0 days 00:10:00,,,chateauroux,D2F,386.0,130.0,122.0,314.0,98.0,9042.65873015873,8840.321141837645,9461.843846493162,9085.081585081585,8366.666666666666,26.0,6.1,39.2,14.04,2021,,
32.,LAURELINE SANTENS,VALENCIENNES TRIATHLON,0 days 01:12:53,0 days 00:18:40,00:01:04,0 days 00:43:08,0 days 01:02:52,,0 days 00:10:01,,,chateauroux,D2F,727.0,129.0,443.0,654.0,99.0,8337.525726046191,8848.214285714286,8288.253477588873,8266.171792152705,8352.745424292845,25.8,22.15,39.6,26.44,2021,,
33.,BEATRICE BECHU,TRIATHLON CLUB CHATEAUROUX METROPOLE 36,0 days 01:09:23,0 days 00:18:40,00:00:52,0 days 00:40:04,0 days 00:59:34,,0 days 00:09:49,,,chateauroux,D2F,517.0,129.0,259.0,456.0,87.0,8758.107134278165,8848.214285714286,8922.628951747089,8724.1186345831,8522.920203735144,25.8,12.95,34.8,18.8,2021,,
34.,JOSEPHINE ROBINAUD,SAINTES TRIATHLON,0 days 01:07:34,0 days 00:19:07,00:00:54,0 days 00:37:38,0 days 00:57:38,,0 days 00:09:56,,,chateauroux,D2F,408.0,156.0,113.0,340.0,94.0,8993.586581154415,8639.93025283348,9499.557130203719,9016.772700983227,8422.818791946309,31.2,5.65,37.6,14.84,2021,,
35.,ALISON ROBERT,SAINT AVERTIN SPORTS TRIATHLON 37,0 days 01:08:43,0 days 00:19:34,00:00:51,0 days 00:37:13,0 days 00:57:37,,0 days 00:11:06,,,chateauroux,D2F,477.0,183.0,88.0,339.0,164.0,8843.075430511763,8441.2265758092,9605.91133004926,9019.380966155626,7537.537537537538,36.6,4.4,65.6,17.35,2021,,
36.,AMELIE BEYNEL,CLERMONT TRIATHLON,0 days 01:13:18,0 days 00:19:21,00:00:50,0 days 00:42:02,0 days 01:02:12,,0 days 00:11:06,,,chateauroux,D2F,752.0,170.0,377.0,614.0,164.0,8290.131878126422,8535.745047372955,8505.154639175258,8354.769560557343,7537.537537537538,34.0,18.85,65.6,27.35,2021,,
37.,AIMEE SIZAIRE,VALENCIENNES TRIATHLON,0 days 01:07:50,0 days 00:19:08,00:01:08,0 days 00:37:27,0 days 00:57:42,,0 days 00:10:08,,,chateauroux,D2F,424.0,157.0,102.0,344.0,106.0,8958.230958230959,8632.40418118467,9546.061415220294,9006.35470826112,8256.578947368422,31.4,5.1,42.4,15.42,2021,,
38.,LAURE DOMMERGUES,RMA PARIS TRIATHLON,0 days 01:10:06,0 days 00:19:21,00:00:51,0 days 00:39:35,0 days 00:59:46,,0 days 00:10:20,,,chateauroux,D2F,560.0,170.0,230.0,468.0,118.0,8668.568711364716,8535.745047372955,9031.578947368422,8694.924707194645,8096.774193548387,34.0,11.5,47.2,20.36,2021,,
39.,ELODIE SEZNEC,RMA PARIS TRIATHLON,0 days 01:10:40,0 days 00:19:20,00:01:07,0 days 00:39:53,0 days 01:00:20,,0 days 00:10:20,,,chateauroux,D2F,594.0,169.0,248.0,502.0,118.0,8599.056603773584,8543.103448275862,8963.643961554533,8613.259668508288,8096.774193548387,33.8,12.4,47.2,21.6,2021,,
40.,LUCIE CAUSERET,VERSAILLES TRIATHLON,0 days 01:10:33,0 days 00:19:08,00:00:52,,0 days 01:00:46,,,,,chateauroux,D2F,587.0,157.0,,528.0,,8613.276635955586,8632.40418118467,,8551.837630279759,,31.4,,,21.35,2021,,
41.,MARTA MARTIN MORA,RMA PARIS TRIATHLON,0 days 01:13:09,0 days 00:19:35,00:00:49,0 days 00:42:27,0 days 01:02:50,,0 days 00:10:19,U23,,chateauroux,D2F,743.0,184.0,402.0,652.0,117.0,8307.131465026201,8434.04255319149,8421.672555948175,8270.557029177719,8109.854604200323,36.8,20.1,46.8,27.02,2021,,
42.,MARJORIE GIBON,LE MANS TRIATHLON,0 days 01:13:13,0 days 00:20:25,00:00:52,0 days 00:41:37,0 days 01:02:53,,0 days 00:10:20,,,chateauroux,D2F,747.0,234.0,352.0,655.0,118.0,8299.567493740042,8089.795918367347,8590.308370044053,8263.980917042141,8096.774193548387,46.8,17.6,47.2,27.16,2021,,
43.,MARIE BISIAU,VALENCIENNES TRIATHLON,0 days 01:18:11,0 days 00:20:08,00:01:23,0 days 00:45:50,0 days 01:07:20,,0 days 00:10:51,,,chateauroux,D2F,1045.0,217.0,605.0,922.0,149.0,7772.329993604775,8203.64238410596,7800.0,7717.821782178218,7711.213517665131,43.4,30.25,59.6,38.0,2021,,
44.,CECILE BIGOURIE,TRIATHLON CLUB CHATEAUROUX METROPOLE 36,0 days 01:11:18,0 days 00:20:04,00:00:45,0 days 00:39:27,0 days 01:00:15,,0 days 00:11:03,,,chateauroux,D2F,632.0,213.0,222.0,497.0,161.0,8522.674146797568,8230.897009966779,9062.10392902408,8625.172890733058,7571.644042232278,42.6,11.1,64.4,22.98,2021,,
45.,EMILIE RICHARD,SAINTES TRIATHLON,0 days 01:12:42,0 days 00:20:17,00:00:54,0 days 00:40:30,0 days 01:01:41,,0 days 00:11:01,,,chateauroux,D2F,716.0,226.0,285.0,583.0,159.0,8358.551123337918,8142.974527526705,8827.160493827161,8424.750067549312,7594.553706505295,45.2,14.25,63.6,26.04,2021,,
46.,ANNE SOPHIE CHARBIN,BOURG EN BRESSE TRIATHLON,0 days 01:12:15,0 days 00:20:25,00:00:48,0 days 00:40:23,0 days 01:01:35,,0 days 00:10:40,,,chateauroux,D2F,689.0,234.0,278.0,577.0,138.0,8410.611303344867,8089.795918367347,8852.6619892695,8438.430311231394,7843.75,46.8,13.9,55.2,25.05,2021,,
47.,MATHILDE GEERNAERT,BOURG EN BRESSE TRIATHLON,0 days 01:13:52,0 days 00:21:08,00:00:49,0 days 00:40:53,0 days 01:02:49,,0 days 00:11:03,U23,,chateauroux,D2F,786.0,277.0,308.0,651.0,161.0,8226.534296028882,7815.457413249212,8744.39461883408,8272.751392942424,7571.644042232278,55.4,15.4,64.4,28.58,2021,,
48.,INGRID GRARD,VALENCIENNES TRIATHLON,0 days 01:17:29,0 days 00:21:50,00:01:28,0 days 00:40:52,0 days 01:04:10,,0 days 00:13:19,,,chateauroux,D2F,1003.0,319.0,307.0,732.0,297.0,7842.546784254678,7564.885496183206,8747.960848287114,8098.701298701299,6282.853566958698,63.8,15.35,118.8,36.47,2021,,
49.,LUCIE GOMES,BOURG EN BRESSE TRIATHLON,0 days 01:16:13,0 days 00:22:10,00:01:11,0 days 00:40:42,0 days 01:04:01,,0 days 00:12:12,,,chateauroux,D2F,927.0,339.0,297.0,723.0,230.0,7972.8843210146515,7451.127819548872,8783.783783783783,8117.677688102056,6857.92349726776,67.8,14.85,92.0,33.71,2021,,
50.,AGATHE GENITEAU,VERSAILLES TRIATHLON,0 days 01:16:20,0 days 00:21:42,00:01:04,0 days 00:42:15,0 days 01:05:00,,0 days 00:11:20,,,chateauroux,D2F,934.0,311.0,390.0,782.0,178.0,7960.698689956332,7611.367127496161,8461.538461538461,7994.871794871795,7382.352941176471,62.2,19.5,71.2,33.96,2021,,
1.,JAWAD ABDELMOULA,LES SABLES VENDEE TRIATHLON,0 days 00:52:05,0 days 00:13:33,00:00:32,0 days 00:31:14,0 days 00:45:18,,0 days 00:06:47,,,chateauroux,D1H,30.0,1.0,66.0,46.0,0.0,9904.0,9987.69987699877,9647.812166488793,9830.757910228109,10000.0,0.2,3.3,0.0,1.09,2021,,
2.,ALEXANDRE BOURGEOIS,MONTLUCON TRIATHLON,0 days 00:53:03,,00:00:33,,0 days 00:45:17,,,,,chateauroux,D1H,88.0,,,45.0,,9723.53125981778,,,9834.376150165623,,,,,3.2,2021,,
3.,MAEL SICOT,RENNES TRIATHLON,0 days 00:52:00,0 days 00:13:40,00:00:37,0 days 00:30:18,0 days 00:44:35,,0 days 00:07:25,,,chateauroux,D1H,25.0,8.0,10.0,3.0,38.0,9919.871794871795,9902.439024390244,9944.994499449946,9988.785046728972,9146.067415730337,1.6,0.5,15.2,0.91,2021,,
4.,FELIX DUCHAMPT,MONTLUCON TRIATHLON,0 days 00:52:28,0 days 00:13:40,00:00:32,0 days 00:31:11,0 days 00:45:22,,0 days 00:07:06,,,chateauroux,D1H,53.0,8.0,63.0,50.0,19.0,9831.63913595934,9902.439024390244,9663.281667557456,9816.311535635563,9553.99061032864,1.6,3.15,7.6,1.93,2021,,
5.,ARNAUD DELY,ESM GONFREVILLE L ORCHER,0 days 00:52:09,0 days 00:13:34,00:00:33,0 days 00:31:11,0 days 00:45:18,,0 days 00:06:51,,,chateauroux,D1H,34.0,2.0,63.0,46.0,4.0,9891.339085969958,9975.429975429975,9663.281667557456,9830.757910228109,9902.676399026765,0.4,3.15,1.6,1.24,2021,,
6.,MAEL ALRIC,TEAM NOYON TRIATHLON,0 days 00:53:28,0 days 00:13:34,00:00:31,0 days 00:32:27,0 days 00:46:31,,0 days 00:06:57,,,chateauroux,D1H,113.0,2.0,139.0,119.0,10.0,9647.755610972568,9975.429975429975,9286.081150487931,9573.629523468291,9760.191846522783,0.4,6.95,4.0,4.11,2021,,
7.,SIMON DENISSEL,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:52:07,0 days 00:13:32,00:00:36,0 days 00:31:13,0 days 00:45:20,,0 days 00:06:47,,,chateauroux,D1H,32.0,0.0,65.0,48.0,0.0,9897.665494083785,10000.0,9652.963160704752,9823.529411764704,10000.0,0.0,3.25,0.0,1.16,2021,,
8.,LEO STARCK,LES SABLES VENDEE TRIATHLON,0 days 00:52:09,0 days 00:13:34,00:00:33,0 days 00:31:17,0 days 00:45:22,,0 days 00:06:47,,,chateauroux,D1H,34.0,2.0,69.0,50.0,0.0,9891.339085969958,9975.429975429975,9632.392115077251,9816.311535635563,10000.0,0.4,3.45,0.0,1.24,2021,,
9.,ANTHONY AVRIL,ESM GONFREVILLE L ORCHER,0 days 00:51:43,0 days 00:13:52,00:00:33,0 days 00:30:08,0 days 00:44:32,,0 days 00:07:11,,,chateauroux,D1H,8.0,20.0,0.0,0.0,24.0,9974.218498227521,9759.615384615385,10000.0,10000.0,9443.155452436195,4.0,0.0,9.6,0.29,2021,,
10.,URKO HERRAN AGUILAR,US PALAISEAU TRIATHLON,0 days 00:52:15,0 days 00:13:35,00:00:36,0 days 00:31:11,0 days 00:45:21,,0 days 00:06:54,,,chateauroux,D1H,40.0,3.0,63.0,49.0,7.0,9872.408293460925,9963.19018404908,9663.281667557456,9819.91914737229,9830.917874396135,0.6,3.15,2.8,1.45,2021,,
11.,VITALII VORONTSOV,LES SABLES VENDEE TRIATHLON,0 days 00:52:18,0 days 00:13:35,00:00:36,0 days 00:31:11,0 days 00:45:21,,0 days 00:06:57,U23,,chateauroux,D1H,43.0,3.0,63.0,49.0,10.0,9862.970044614403,9963.19018404908,9663.281667557456,9819.91914737229,9760.191846522783,0.6,3.15,4.0,1.56,2021,,
12.,MAXIME BONVALET,MSA TRIATHLON,0 days 00:51:35,0 days 00:13:35,00:00:35,0 days 00:30:25,0 days 00:44:34,,0 days 00:07:01,,,chateauroux,D1H,0.0,3.0,17.0,2.0,14.0,10000.0,9963.19018404908,9906.849315068494,9992.5205684368,9667.458432304038,0.6,0.85,5.6,0.0,2021,,
13.,BAPTISTE CARTIEAUX,LES TRITONS MELDOIS,0 days 00:52:23,0 days 00:13:48,00:00:35,0 days 00:30:56,0 days 00:45:18,,0 days 00:07:05,U23,,chateauroux,D1H,48.0,16.0,48.0,46.0,18.0,9847.27966910595,9806.763285024155,9741.379310344828,9830.757910228109,9576.470588235294,3.2,2.4,7.2,1.75,2021,,
14.,ROSTYSLAV PEVTSOV,LES SABLES VENDEE TRIATHLON,0 days 00:52:15,0 days 00:13:48,00:00:36,0 days 00:30:53,0 days 00:45:16,,0 days 00:06:59,,,chateauroux,D1H,40.0,16.0,45.0,44.0,12.0,9872.408293460925,9806.763285024155,9757.150566648677,9837.9970544919,9713.603818615751,3.2,2.25,4.8,1.45,2021,,
15.,QUENTIN BARREAU,LES SABLES VENDEE TRIATHLON,0 days 00:52:14,0 days 00:14:00,00:00:34,0 days 00:30:42,0 days 00:45:15,,0 days 00:06:59,,,chateauroux,D1H,39.0,28.0,34.0,43.0,12.0,9875.558391831524,9666.666666666666,9815.41802388708,9841.620626151012,9713.603818615751,5.6,1.7,4.8,1.42,2021,,
16.,ADRIEN PILLEUX,RENNES TRIATHLON,0 days 00:52:20,0 days 00:13:47,00:00:36,0 days 00:30:54,0 days 00:45:17,,0 days 00:07:03,,,chateauroux,D1H,45.0,15.0,46.0,45.0,16.0,9856.68789808917,9818.621523579202,9751.887810140237,9834.376150165623,9621.74940898345,3.0,2.3,6.4,1.64,2021,,
17.,EMILE BLONDEL HERMANT,TEAM NOYON TRIATHLON,0 days 00:51:47,0 days 00:13:42,00:00:37,0 days 00:30:16,0 days 00:44:34,,0 days 00:07:13,,,chateauroux,D1H,12.0,10.0,8.0,2.0,26.0,9961.37753459929,9878.345498783456,9955.947136563876,9992.5205684368,9399.538106235565,2.0,0.4,10.4,0.44,2021,,
18.,VINCENT BIERINCKX,ESM GONFREVILLE L ORCHER,0 days 00:51:41,0 days 00:13:41,00:00:37,0 days 00:30:15,0 days 00:44:33,,0 days 00:07:08,,,chateauroux,D1H,6.0,9.0,7.0,1.0,21.0,9980.6514027733,9890.377588306943,9961.432506887053,9996.258885147774,9509.345794392522,1.8,0.35,8.4,0.22,2021,,
19.,THOMAS LAURENT,CAEN TRIATHLON,0 days 00:52:21,0 days 00:13:35,00:00:37,0 days 00:31:07,0 days 00:45:18,,0 days 00:07:03,,,chateauroux,D1H,46.0,3.0,59.0,46.0,16.0,9853.54982489653,9963.19018404908,9683.985002678093,9830.757910228109,9621.74940898345,0.6,2.95,6.4,1.67,2021,,
20.,ADRIEN LATESTERE,TEAM NOYON TRIATHLON,0 days 00:52:36,0 days 00:13:58,00:00:37,0 days 00:30:43,0 days 00:45:17,,0 days 00:07:19,,,chateauroux,D1H,61.0,26.0,35.0,45.0,32.0,9806.717363751584,9689.737470167065,9810.092240911557,9834.376150165623,9271.070615034168,5.2,1.75,12.8,2.22,2021,,
21.,FLORIAN DUPRE,US PALAISEAU TRIATHLON,0 days 00:52:56,0 days 00:13:51,00:00:36,0 days 00:30:54,0 days 00:45:19,,0 days 00:07:37,,,chateauroux,D1H,81.0,19.0,46.0,47.0,50.0,9744.962216624685,9771.35980746089,9751.887810140237,9827.14233173961,8905.908096280087,3.8,2.3,20.0,2.95,2021,,
22.,MICKAEL CHAUMOND,TEAM NOYON TRIATHLON,0 days 00:52:44,0 days 00:13:52,00:00:35,0 days 00:30:54,0 days 00:45:20,,0 days 00:07:24,,,chateauroux,D1H,69.0,20.0,46.0,48.0,37.0,9781.921618204804,9759.615384615385,9751.887810140237,9823.529411764704,9166.666666666666,4.0,2.3,14.8,2.51,2021,,
23.,ARTHUR POIRIER,SAINT AVERTIN SPORTS TRIATHLON 37,0 days 00:52:46,0 days 00:13:59,00:00:37,0 days 00:30:40,0 days 00:45:15,,0 days 00:07:31,,,chateauroux,D1H,71.0,27.0,32.0,43.0,44.0,9775.742261528743,9678.18831942789,9826.08695652174,9841.620626151012,9024.390243902439,5.4,1.6,17.6,2.58,2021,,
24.,MARTIN LAURENT,CAEN TRIATHLON,0 days 00:52:40,0 days 00:13:51,00:00:36,0 days 00:30:54,0 days 00:45:21,,0 days 00:07:19,,,chateauroux,D1H,65.0,19.0,46.0,49.0,32.0,9794.303797468354,9771.35980746089,9751.887810140237,9819.91914737229,9271.070615034168,3.8,2.3,12.8,2.36,2021,,
25.,ROMAIN HESSCHENTIER,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:52:30,0 days 00:13:52,00:00:39,0 days 00:30:52,0 days 00:45:22,,0 days 00:07:08,,,chateauroux,D1H,55.0,20.0,44.0,50.0,21.0,9825.396825396825,9759.615384615385,9762.419006479482,9816.311535635563,9509.345794392522,4.0,2.2,8.4,2.0,2021,,
26.,KRILAN LE BIHAN,US PALAISEAU TRIATHLON,0 days 00:52:19,0 days 00:13:47,00:00:33,0 days 00:30:59,0 days 00:45:19,,0 days 00:07:00,U23,,chateauroux,D1H,44.0,15.0,51.0,47.0,13.0,9859.827970691304,9818.621523579202,9725.658956428188,9827.14233173961,9690.47619047619,3.0,2.55,5.2,1.6,2021,,
27.,THEO JOBBIN,MSA TRIATHLON,0 days 00:52:48,0 days 00:14:01,00:00:38,0 days 00:30:41,0 days 00:45:19,,0 days 00:07:29,U23,,chateauroux,D1H,73.0,29.0,33.0,47.0,42.0,9769.570707070707,9655.172413793103,9820.74959261271,9827.14233173961,9064.587973273941,5.8,1.65,16.8,2.65,2021,,
28.,SULIAN COURJAL,MONTLUCON TRIATHLON,0 days 00:52:52,0 days 00:13:53,00:00:36,0 days 00:30:52,0 days 00:45:20,,0 days 00:07:32,,,chateauroux,D1H,77.0,21.0,44.0,48.0,45.0,9757.250945775537,9747.899159663866,9762.419006479482,9823.529411764704,9004.424778761062,4.2,2.2,18.0,2.8,2021,,
29.,HUGO WINOCK,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:52:49,0 days 00:14:08,00:00:39,0 days 00:30:35,0 days 00:45:21,,0 days 00:07:28,U23,*,chateauroux,D1H,74.0,36.0,27.0,49.0,41.0,9766.487851057116,9575.471698113208,9852.861035422344,9819.91914737229,9084.82142857143,7.2,1.35,16.4,2.69,2021,,
30.,AYMERIC DURY,LES TRITONS MELDOIS,0 days 00:52:11,0 days 00:14:00,00:00:35,0 days 00:30:41,0 days 00:45:15,,0 days 00:06:56,,,chateauroux,D1H,36.0,28.0,33.0,43.0,9.0,9885.020760140531,9666.666666666666,9820.74959261271,9841.620626151012,9783.653846153846,5.6,1.65,3.6,1.31,2021,,
31.,NICOLAS TILMAN,LES TRITONS MELDOIS,0 days 00:52:32,0 days 00:13:59,00:00:39,0 days 00:30:43,0 days 00:45:20,,0 days 00:07:12,,,chateauroux,D1H,57.0,27.0,35.0,48.0,25.0,9819.162436548224,9678.18831942789,9810.092240911557,9823.529411764704,9421.296296296296,5.4,1.75,10.0,2.07,2021,,
32.,LEO ROULLEAU,VALLONS DE LA TOUR TRIATHLON,0 days 00:56:27,0 days 00:14:15,00:00:38,0 days 00:33:58,0 days 00:48:50,,0 days 00:07:37,,,chateauroux,D1H,292.0,43.0,230.0,258.0,50.0,9137.880129908473,9497.076023391814,8871.44259077527,9119.453924914675,8905.908096280087,8.6,11.5,20.0,10.62,2021,,
33.,REMY GUERINEAU,SAINT AVERTIN SPORTS TRIATHLON 37,0 days 00:52:38,0 days 00:13:58,00:00:37,0 days 00:30:46,0 days 00:45:20,,0 days 00:07:18,,,chateauroux,D1H,63.0,26.0,38.0,48.0,31.0,9800.506649778341,9689.737470167065,9794.149512459371,9823.529411764704,9292.237442922375,5.2,1.9,12.4,2.29,2021,,
34.,LILIAN PIERRE,EVREUX A.C. TRIATHLON,0 days 00:52:26,0 days 00:14:08,00:00:37,0 days 00:30:34,0 days 00:45:17,,0 days 00:07:09,U23,,chateauroux,D1H,51.0,36.0,26.0,45.0,22.0,9837.889383343929,9575.471698113208,9858.23336968375,9834.376150165623,9487.179487179486,7.2,1.3,8.8,1.85,2021,,
35.,POL LE BOT,PONTIVY TRIATHLON,0 days 00:56:08,0 days 00:14:01,00:00:39,0 days 00:34:04,0 days 00:48:43,,0 days 00:07:25,U23,,chateauroux,D1H,273.0,29.0,236.0,251.0,38.0,9189.429928741092,9655.172413793103,8845.401174168297,9141.293191926103,9146.067415730337,5.8,11.8,15.2,9.93,2021,,
36.,BENJAMIN CAYROCHE,MSA TRIATHLON,0 days 00:52:58,0 days 00:14:02,00:00:35,0 days 00:31:10,0 days 00:45:46,,0 days 00:07:12,,,chateauroux,D1H,83.0,30.0,62.0,74.0,25.0,9738.82945248584,9643.705463182898,9668.449197860962,9730.517115804807,9421.296296296296,6.0,3.1,10.0,3.02,2021,,
37.,HUGO LEVILLAIN,CAEN TRIATHLON,0 days 00:53:30,0 days 00:14:11,00:00:37,0 days 00:31:00,0 days 00:45:47,,0 days 00:07:43,,,chateauroux,D1H,115.0,39.0,52.0,75.0,56.0,9641.744548286604,9541.715628672151,9720.430107526881,9726.974881689115,8790.496760259179,7.8,2.6,22.4,4.18,2021,,
38.,THOMAS GILLODTS,LES TRITONS MELDOIS,0 days 00:52:42,0 days 00:14:08,00:00:35,0 days 00:30:37,0 days 00:45:18,,0 days 00:07:24,U23,,chateauroux,D1H,67.0,36.0,29.0,46.0,37.0,9788.108791903858,9575.471698113208,9842.133913990201,9830.757910228109,9166.666666666666,7.2,1.45,14.8,2.44,2021,,
39.,TRISTAN HUMBLET,TEAM NOYON TRIATHLON,0 days 00:53:13,0 days 00:14:04,00:00:37,0 days 00:31:06,0 days 00:45:47,,0 days 00:07:26,,,chateauroux,D1H,98.0,32.0,58.0,75.0,39.0,9693.07860945819,9620.85308056872,9689.174705251877,9726.974881689115,9125.560538116591,6.4,2.9,15.6,3.56,2021,,
40.,ROBIN MOUSSEL,EVREUX A.C. TRIATHLON,0 days 00:51:50,0 days 00:14:07,00:00:37,,0 days 00:44:33,,,,,chateauroux,D1H,15.0,35.0,,1.0,,9951.768488745982,9586.776859504133,,9996.258885147774,,7.0,,,0.55,2021,,
41.,ALEXANDRE LESAULNIER,CAEN TRIATHLON,0 days 00:54:15,0 days 00:14:07,00:00:38,0 days 00:31:14,0 days 00:45:58,,0 days 00:08:17,,,chateauroux,D1H,160.0,35.0,66.0,86.0,90.0,9508.448540706606,9586.776859504133,9647.812166488793,9688.179840464103,8189.1348088531195,7.0,3.3,36.0,5.82,2021,,
42.,JAN VERVAET,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:56:18,0 days 00:14:20,00:00:40,0 days 00:33:53,0 days 00:48:52,,0 days 00:07:26,,,chateauroux,D1H,283.0,48.0,225.0,260.0,39.0,9162.226169330965,9441.860465116279,8893.261190359075,9113.233287858116,9125.560538116591,9.6,11.25,15.6,10.29,2021,,
